promptID,pairID,source,target,MTQE_annotator0,MTQE_annotator1,MTQE_annotator2,MTQE_annotator3,MTQE_annotator4,MTQE_annotator5,MTQE_annotator6,MTQE_scores,MTQE_z_scores,MTQE_mean,MTQE_z_mean
60343,181025,I like how smart the contestants are on Jeopardy .,Sviđa mi se koliko su pametni natjecatelji na opasnosti.,82,41,60,25.0,33.0,,,"[41.0, 25.0, 33.0]","[-0.5969319305118544, -1.6680055277420638, -0.41268260504510595]",33.0,-0.8925400210996747
107828,323472,Like an attachment or a flyer that goes with it .,Kao bilježnica ili letjelica koja ide s njom.,40,25,10,,,,,"[40.0, 25.0, 10.0]","[-0.8627813432823648, -1.0425594069233637, -1.1878137867450091]",25.0,-1.0310515123169124
50067,150197,Purebred are better .,Čistoća je bolja.,25,5,30,,,,,"[25.0, 5.0, 30.0]","[-1.3481625887999538, -1.5995937524377501, -0.6188557052462261]",20.0,-1.18887068216131
82996,248982,It must be .,To mora biti.,100,10,95,95.0,,,,"[100.0, 95.0, 95.0]","[1.078743638787991, 1.2302580596248185, 1.1918757977272245]",96.66666666666669,1.166959165380011
110984,332940,I believe that we do .,Vjerujem da to činimo.,90,12,50,100.0,23.0,27.0,,"[12.0, 23.0, 27.0]","[-1.4046317315077148, -0.7398421702288906, -0.16045080628286298]",20.666666666666668,-0.7683082360064896
46651,139949,He knows all of their secrets .,On zna sve njihove tajne.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
66193,198574,"Remember where it falls , going from eighths to sixteenths .","Sjetite se gdje pada, od osmog do šesnaestog.",40,28,30,,,,,"[40.0, 28.0, 30.0]","[-0.8627813432823648, -0.9590042550962057, -0.6188557052462261]",32.666666666666664,-0.8135471012082656
112913,338727,Their defense is one of the best .,Njihova obrana je jedna od najboljih.,100,97,95,,,,,"[100.0, 97.0, 95.0]","[1.078743638787991, 0.9627642369284279, 1.2302580596248185]",97.33333333333331,1.0905886451137456
6911,20730,"I rent a townhouse currently , but I 'm going to start renting a house .","Trenutno iznajmljujem kuću, ali ću početi iznajmljivati kuću.",82,92,65,,,,,"[82.0, 92.0, 65.0]","[0.49628614416688416, 0.8235056505498313, 0.376820937376644]",79.66666666666667,0.5655375773644532
39617,118848,Is your face in need of a facial ?,Je li vašem licu potreban fašizam?,32,8,15,,,,,"[32.0, 8.0, 15.0]","[-1.1216513408917455, -1.5160386006105921, -1.0455742663703134]",18.33333333333333,-1.2277547359575502
57475,172422,The weighted average is for a test .,Teži prosjek je za test.,80,9,10,60.0,12.0,,,"[9.0, 10.0, 12.0]","[-1.4881868833348728, -1.1878137867450091, -1.0997176919310538]",10.333333333333334,-1.2585727873369783
34923,104766,I think you 're depressed because you miss it so much .,Mislim da ste depresivni jer vam to toliko nedostaje.,94,96,70,,,,,"[94.0, 96.0, 70.0]","[0.8845911405809553, 0.9349125196527086, 0.5190604577513398]",86.66666666666669,0.7795213726616679
37291,111870,The surrounding landscaped grounds are kept in pristine condition so to not disturb the local wildlife .,Okružni krajolik je održan u nepristinom stanju kako ne bi poremetio lokalnu divljinu.,73,21,20,30.0,,,,"[21.0, 20.0, 30.0]","[-1.153966276026241, -0.9033347459956176, -1.4637282902085433]",23.66666666666667,-1.173676437410134
110106,330307,I don 't follow the Mets .,Ne slijedim metove.,65,34,15,40.0,,,,"[34.0, 15.0, 40.0]","[-0.7918939514418897, -1.0455742663703134, -1.055173815141502]",29.66666666666667,-0.9642140109845684
49859,149574,I know what must be done .,Znam što se mora učiniti.,92,95,75,,,,,"[92.0, 95.0, 75.0]","[0.8198736411786102, 0.9070608023769893, 0.6612999781260355]",87.33333333333331,0.7960781405605449
22777,68328,Slavery was still used .,Slavlje je još uvijek korišteno.,25,6,5,,,,,"[25.0, 6.0, 5.0]","[-1.3481625887999538, -1.5717420351620308, -1.330053307119705]",12.0,-1.4166526436938964
107444,322323,Later .,Kasnije,95,98,100,,,,,"[95.0, 98.0, 100.0]","[0.9169498902821279, 0.9906159542041473, 1.372497579999514]",97.66666666666669,1.0933544748285964
31494,94479,They still never saw Tubacca .,Nikada nisu vidjeli Tubacca.,80,89,60,,,,,"[80.0, 89.0, 60.0]","[0.431568644764539, 0.7399504987226733, 0.23458141700194826]",76.33333333333333,0.4687001868297202
71399,214193,People who love weather don 't shop online .,Ljudi koji vole vrijeme ne kupuju online.,90,94,100,,,,,"[90.0, 94.0, 100.0]","[0.7551561417762649, 0.8792090851012699, 1.372497579999514]",94.66666666666669,1.0022876022923497
36961,110880,The drills were very small .,Vježbe su bile vrlo male.,35,81,10,60.0,30.0,,,"[35.0, 60.0, 30.0]","[-1.0245750917882277, -0.23806486500741963, -0.5108304746002413]",41.66666666666666,-0.5911568104652961
93638,280907,I turned away in disinterest .,Otišao sam u nesvjesticu.,0,1,0,,,,,"[0.0, 1.0, 0.0]","[-2.1571313313292686, -1.7110006215406275, -1.4722928274944005]",0.3333333333333333,-1.7801415934547655
55045,165132,She lost the baby when she was pregnant .,Izgubila je dijete dok je bila trudna.,97,95,100,,,,,"[97.0, 95.0, 100.0]","[0.9816673896844731, 0.9070608023769893, 1.372497579999514]",97.33333333333331,1.0870752573536588
94471,283406,The paint is odorless .,Boja je bez mirisa.,100,98,100,,,,,"[100.0, 98.0, 100.0]","[1.078743638787991, 0.9906159542041473, 1.372497579999514]",99.33333333333331,1.147285724330551
47097,141288,"When people think of Scotland , tartan is the last thing they 'd associate with it .","Kada ljudi misle o Škotskoj, tartan je posljednja stvar koju bi s njom povezali.",90,93,90,,,,,"[90.0, 93.0, 90.0]","[0.7551561417762649, 0.8513573678255506, 1.0880185392501227]",91.0,0.8981773496173128
72934,218798,The information will be presented in a slideshow .,Informacije će biti predstavljene u slideshow-u.,73,89,80,,,,,"[73.0, 89.0, 80.0]","[0.20505739685633084, 0.7399504987226733, 0.8035394985007313]",80.66666666666667,0.5828491313599118
129401,388184,She is being complimented on looks .,Ona je pohvaljena na izgledu.,85,71,70,,,,,"[85.0, 71.0, 70.0]","[0.593362393270402, 0.23861958775972542, 0.5190604577513398]",75.33333333333333,0.4503474795938224
29531,88590,"The beach is a wonderful place to visit , but its namesake was destroyed in the early 1930s by a hurricane .","Plaža je prekrasno mjesto za posjetiti, ali je njezino ime uništeno početkom 1930-ih od strane uragana.",67,79,50,,,,,"[67.0, 79.0, 50.0]","[0.01090489864929527, 0.46143332596548003, -0.0498976237474432]",65.33333333333333,0.14081353362244406
115230,345679,You know what I mean about the show .,Znate što mislim o predstavi.,90,72,95,,,,,"[90.0, 72.0, 95.0]","[0.7551561417762649, 0.26647130503544475, 1.2302580596248185]",85.66666666666667,0.7506285021455094
71839,215513,Recliners went out of style fifteen years ago .,Recliners su otišli iz stila prije petnaest godina.,80,31,50,60.0,,,,"[31.0, 50.0, 60.0]","[-0.8754491032690477, -0.0498976237474432, -0.23806486500741963]",47.0,-0.3878038640079702
94019,282050,It had .,Imao je,45,39,50,,,,,"[45.0, 39.0, 50.0]","[-0.7009875947765017, -0.652635365063293, -0.0498976237474432]",44.66666666666666,-0.4678401945290793
84531,253588,The AMIGA is a modeling system .,AMIGA je sustav modeliranja.,100,90,100,,,,,"[100.0, 90.0, 100.0]","[1.078743638787991, 0.7678022159983926, 1.372497579999514]",96.66666666666669,1.073014478261966
78856,236563,She received a life sentence .,Dobila je doživotnu kaznu.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
100972,302909,She is overly playful .,Previše je igračka.,5,1,10,,,,,"[5.0, 1.0, 10.0]","[-1.9953375828234055, -1.7110006215406275, -1.1878137867450091]",5.333333333333333,-1.6313839970363473
58435,175302,Why Norplant and not Texas ?,"Zašto Norplant, a ne Texas?",100,9,100,100.0,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.372497579999514, 1.3961530352607452]",100.0,1.2824647513494167
568,1703,I have taken a lot of ceramic bowls to get finished .,Uzeo sam puno keramičkih posuđa kako bih završio.,80,89,65,,,,,"[80.0, 89.0, 65.0]","[0.431568644764539, 0.7399504987226733, 0.376820937376644]",78.0,0.5161133602879521
85432,256291,The Sticks give everyone attention .,Svijeće privlači svima pažnju.,5,8,30,,,,,"[5.0, 8.0, 30.0]","[-1.9953375828234055, -1.5160386006105921, -0.6188557052462261]",14.333333333333336,-1.376743962893408
118379,355126,"You can use my credit card , but ask me before you buy","Možete koristiti moju kreditnu karticu, ali me pitajte prije kupnje",97,86,100,,,,,"[97.0, 86.0, 100.0]","[0.9816673896844731, 0.6563953468955153, 1.372497579999514]",94.33333333333331,1.0035201055265006
72255,216761,She is working now and happy .,Sada radi i sretna je.,95,95,100,,,,,"[95.0, 95.0, 100.0]","[0.9169498902821279, 0.9070608023769893, 1.372497579999514]",96.66666666666669,1.065502757552877
108956,326857,The bed isn 't thrown .,Krevet nije bačen.,92,100,100,,,,,"[92.0, 100.0, 100.0]","[0.8198736411786102, 1.046319388755586, 1.372497579999514]",97.33333333333331,1.07956353664457
123951,371836,"The sun won 't reach your feet , either .",Sunce također neće stići do vaših nogu.,93,79,60,90.0,,,,"[93.0, 79.0, 90.0]","[0.8522323908797828, 0.46143332596548003, 0.987598560193704]",87.33333333333331,0.7670880923463222
66099,198293,"Yep , that 's correct .","Da, to je točno to.",90,100,50,100.0,,,,"[90.0, 100.0, 100.0]","[0.7551561417762649, 1.046319388755586, 1.3961530352607452]",96.66666666666669,1.065876188597532
29322,87963,I blinked my eyes .,Osvijetlila sam oči.,10,4,15,,,,,"[10.0, 4.0, 15.0]","[-1.8335438343175425, -1.6274454697134695, -1.0455742663703134]",9.666666666666666,-1.5021878568004416
48542,145623,Neither of the men understood why the colors had changed to red and blue .,Niti jedan od njih nije shvatio zašto su se boje promijenile u crveno i plavo.,100,88,65,100.0,,,,"[100.0, 88.0, 100.0]","[1.078743638787991, 0.7120987814469539, 1.3961530352607452]",96.0,1.0623318184985633
75769,227303,taxpayers were represented by their lawmakers,Porezne obveznike zastupali su njihovi zastupnici,88,96,40,90.0,,,,"[88.0, 96.0, 90.0]","[0.6904386423739197, 0.9349125196527086, 0.987598560193704]",91.33333333333331,0.8709832407401108
71943,215825,That was that particular campout .,To je bio taj poseban kamp.,86,88,60,,,,,"[86.0, 88.0, 60.0]","[0.6257211429715746, 0.7120987814469539, 0.23458141700194826]",78.0,0.5241337804734922
73729,221183,It requires special tools .,To zahtijeva posebne alate.,85,99,100,,,,,"[85.0, 99.0, 100.0]","[0.593362393270402, 1.0184676714798666, 1.372497579999514]",94.66666666666669,0.9947758815832608
119333,357986,Not everyone is suited for the corrida .,Nisu svi prikladni za utrku.,76,55,30,70.0,,,,"[76.0, 55.0, 70.0]","[0.3021336459598486, -0.20700788865178382, 0.17048961005962154]",67.0,0.08853845578922878
44781,134340,It will continue to go up until something changes significantly .,To će nastaviti rasti sve dok se nešto značajno ne promijeni.,92,72,90,,,,,"[92.0, 72.0, 90.0]","[0.8198736411786102, 0.26647130503544475, 1.0880185392501227]",84.66666666666667,0.7247878284880592
86905,260710,Did you buy a new T.V. yet ?,Jeste li već kupili novi TV?,100,95,100,,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.372497579999514]",98.33333333333331,1.1194340070548314
65723,197165,There are ornate carvings on the stone but they are very difficult to read because of the weathering .,"Na kamenu se nalaze ukrasne rezbarije, ali ih je vrlo teško čitati zbog vremenskih uvjeta.",73,98,90,,,,,"[73.0, 98.0, 90.0]","[0.20505739685633084, 0.9906159542041473, 1.0880185392501227]",87.0,0.7612306301035336
121753,365244,No one fell down .,Nitko nije pao.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
121607,364806,The disposition of property effects the timing of recognition .,Raspodjela imovine utječe na vrijeme priznavanja.,75,25,60,85.0,,,,"[75.0, 60.0, 85.0]","[0.269774896258676, 0.23458141700194826, 0.7833213226601834]",73.33333333333333,0.4292258786402692
110334,330991,The helmets and swords are carved above the choir stalls .,Kacige i mačići su izrezani iznad špilja.,25,21,10,,,,,"[25.0, 21.0, 10.0]","[-1.3481625887999538, -1.153966276026241, -1.1878137867450091]",18.666666666666668,-1.2299808838570678
2753,8258,They did not bruise at all .,Uopće se nisu prskali.,5,5,5,,,,,"[5.0, 5.0, 5.0]","[-1.9953375828234055, -1.5995937524377501, -1.330053307119705]",5.0,-1.641661547460287
1759,5276,The place was named Lover 's Lap by a local artist .,Mjesto je nazvano Lover's Lap od strane lokalnog umjetnika.,92,93,70,,,,,"[92.0, 93.0, 70.0]","[0.8198736411786102, 0.8513573678255506, 0.5190604577513398]",85.0,0.7300971555851667
50001,150000,Lee 's biography of Woolf was too superficial .,Leejeva biografija Woolfa bila je previše površna.,90,82,80,,,,,"[90.0, 82.0, 80.0]","[0.7551561417762649, 0.544988477792638, 0.8035394985007313]",84.0,0.7012280393565447
20287,60858,Mercury removal will be the most important implementation .,Uklanjanje živog srebra bit će najvažnija provedba.,94,21,40,75.0,90.0,20.0,,"[21.0, 40.0, 20.0]","[-1.153966276026241, -0.3343766644968347, -0.46604439139404025]",27.0,-0.6514624439723721
13101,39300,The altar dates from the early 17th century .,Oltar datira iz ranog 17. stoljeća.,100,90,100,,,,,"[100.0, 90.0, 100.0]","[1.078743638787991, 0.7678022159983926, 1.372497579999514]",96.66666666666669,1.073014478261966
118240,354709,I dropped the phone I was holding .,Spustio sam telefon koji sam držao.,85,93,60,90.0,,,,"[85.0, 93.0, 90.0]","[0.593362393270402, 0.8513573678255506, 0.987598560193704]",89.33333333333331,0.8107727737632189
26956,80865,I hope it 's nice too .,Nadam se da je i to lijepo.,93,85,40,91.0,,,,"[93.0, 85.0, 91.0]","[0.8522323908797828, 0.6285436296197959, 1.028454007700408]",89.66666666666669,0.8364100093999957
18992,56973,The three absorbers are unable to fit .,Sva tri apsorbera ne mogu se uklopiti.,80,72,70,,,,,"[80.0, 72.0, 70.0]","[0.431568644764539, 0.26647130503544475, 0.5190604577513398]",74.0,0.4057001358504412
40086,120255,I go to LSU .,Idem u LSU.,85,87,75,,,,,"[85.0, 87.0, 75.0]","[0.593362393270402, 0.6842470641712346, 0.6612999781260355]",82.33333333333333,0.6463031451892239
122652,367939,Plant in the fall .,Biljke u padu.,28,9,0,,,,,"[28.0, 9.0, 0.0]","[-1.2510863396964358, -1.4881868833348728, -1.4722928274944005]",12.333333333333336,-1.4038553501752364
127187,381544,I 'm not interested in that one .,Ne zanima me ta jedna.,80,93,60,90.0,,,,"[80.0, 93.0, 90.0]","[0.431568644764539, 0.8513573678255506, 0.987598560193704]",87.66666666666669,0.7568415242612646
106967,320892,The end will never arrive .,Kraj nikada neće doći.,100,98,100,,,,,"[100.0, 98.0, 100.0]","[1.078743638787991, 0.9906159542041473, 1.372497579999514]",99.33333333333331,1.147285724330551
89836,269501,Region of France we will visit .,Francuska regija koju ćemo posjetiti.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
121479,364422,There are no characters .,Nema tu nikakvih likova.,95,96,30,60.0,90.0,,,"[95.0, 96.0, 90.0]","[0.9169498902821279, 0.9349125196527086, 1.4521269165024668]",93.66666666666669,1.1013297754791012
130025,390054,The door was even harder to break .,Vrata su bila još teža za razbijanje.,80,55,80,,,,,"[80.0, 55.0, 80.0]","[0.431568644764539, -0.20700788865178382, 0.8035394985007313]",71.66666666666667,0.34270008487116216
27116,81345,"All of the men were able to forget , and they were all glad to do so .","Svi su ljudi bili u stanju zaboraviti, i svi su bili sretni što su to učinili.",83,98,30,98.0,,,,"[83.0, 98.0, 98.0]","[0.5286448938680568, 0.9906159542041473, 1.314442140247337]",93.0,0.9445676627731804
46819,140454,"I really can 't unfortunately , I can 't .","Ja stvarno ne mogu, nažalost, ne mogu.",92,97,85,,,,,"[92.0, 97.0, 85.0]","[0.8198736411786102, 0.9627642369284279, 0.9457790188754269]",91.33333333333331,0.9094722989941548
85243,255724,Mathematicians always come up with the very best ideas .,Matematičari uvijek dolaze s najboljim idejama.,85,72,80,,,,,"[85.0, 72.0, 80.0]","[0.593362393270402, 0.26647130503544475, 0.8035394985007313]",79.0,0.5544577322688594
2241,6722,I don 't use any alternative methods .,Ne koristim alternativne metode.,83,100,85,,,,,"[83.0, 100.0, 85.0]","[0.5286448938680568, 1.046319388755586, 0.9457790188754269]",89.33333333333331,0.8402477671663565
113852,341545,He advised my brother and I to focus on other things besides athletics .,Savjetovao je bratu i meni da se usredotočimo na druge stvari osim atletike.,95,100,100,,,,,"[95.0, 100.0, 100.0]","[0.9169498902821279, 1.046319388755586, 1.372497579999514]",98.33333333333331,1.1119222863457423
93513,280532,The rugs are beautiful and so well made !,Cvijeće je lijepo i tako dobro napravljeno!,35,6,25,,,,,"[35.0, 6.0, 25.0]","[-1.0245750917882277, -1.5717420351620308, -0.7610952256209219]",22.0,-1.1191374508570602
12579,37734,Both residents and tourists enjoy walking on the riverside at night .,I stanovnici i turisti uživaju u šetnji na obali rijeke noću.,97,99,80,,,,,"[97.0, 99.0, 80.0]","[0.9816673896844731, 1.0184676714798666, 0.8035394985007313]",92.0,0.9345581865550237
118587,355750,The end of the article says Fuck You to the President .,Sljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSlijedite predsjednika,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
77886,233654,we are getting to straying .,Smiješimo se u bijegu.,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
93516,280541,"Grab me , come here and grab me .","Uhvati me, dođi ovdje i uhvati me.",85,93,85,,,,,"[85.0, 93.0, 85.0]","[0.593362393270402, 0.8513573678255506, 0.9457790188754269]",87.66666666666669,0.7968329266571265
75767,227297,Also for you and your friends .,Također za vas i vaše prijatelje.,100,97,100,,,,,"[100.0, 97.0, 100.0]","[1.078743638787991, 0.9627642369284279, 1.372497579999514]",99.0,1.1380018185719776
30353,91056,The report is complete and covers everything .,Izvješće je cjelovito i obuhvaća sve.,80,91,95,,,,,"[80.0, 91.0, 95.0]","[0.431568644764539, 0.7956539332741119, 1.2302580596248185]",88.66666666666669,0.8191602125544898
3139,9416,You had friends over for drinks .,Imali ste prijatelje za piće.,38,21,30,,,,,"[38.0, 21.0, 30.0]","[-0.92749884268471, -1.153966276026241, -0.6188557052462261]",29.66666666666667,-0.9001069413190591
36972,110913,The evidence is obsolete and hence we will ignore it .,Dokazi su zastarjeli i stoga ćemo ih ignorirati.,92,97,100,,,,,"[92.0, 97.0, 100.0]","[0.8198736411786102, 0.9627642369284279, 1.372497579999514]",96.33333333333331,1.0517118193688508
84829,254482,"Milk , oats , and straw were mentioned .","Mlijeko, oves i slama su spomenuti.",35,29,25,,,,,"[35.0, 29.0, 25.0]","[-1.0245750917882277, -0.9311525378204863, -0.7610952256209219]",29.66666666666667,-0.9056076184098788
79242,237721,Going it alone is risk-free .,Odlazak sam je bez rizika.,80,50,60,,,,,"[80.0, 50.0, 60.0]","[0.431568644764539, -0.34626647503038044, 0.23458141700194826]",63.33333333333334,0.10662786224536897
61623,184866,Public expenditures include throwing bags of money onto the street .,Javni rashodi uključuju bacanje vrećica novca na ulicu.,80,87,80,,,,,"[80.0, 87.0, 80.0]","[0.431568644764539, 0.6842470641712346, 0.8035394985007313]",82.33333333333333,0.6397850691455016
41618,124851,There 's no question that we 've found the answer in my mind .,"""Nema sumnje da smo """"našli odgovor u mojoj glavi.""",96,91,80,,,,,"[96.0, 91.0, 80.0]","[0.9493086399833005, 0.7956539332741119, 0.8035394985007313]",89.0,0.8495006905860478
81812,245431,"The value of it growing exceeds the value of planting it , it 's worth it .","Vrijednost njegovog rasta premašuje vrijednost sadnje, vrijedi ga.",80,76,40,90.0,,,,"[80.0, 76.0, 90.0]","[0.431568644764539, 0.37787817413832203, 0.987598560193704]",82.0,0.5990151263655217
24501,73500,They 're not leading the edge at all .,Oni uopće ne vode rub.,45,29,10,40.0,,,,"[45.0, 29.0, 40.0]","[-0.7009875947765017, -0.9311525378204863, -1.055173815141502]",38.0,-0.89577131591283
72740,218216,I worry about what might happen if I am gone someday .,Bojim se što će se dogoditi ako jednog dana odem.,95,95,70,,,,,"[95.0, 95.0, 70.0]","[0.9169498902821279, 0.9070608023769893, 0.5190604577513398]",86.66666666666669,0.7810237168034856
104167,312494,Slim strode hastily towards it .,Sljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članak,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
91733,275192,"Him , he yelled .","Njemu, on je uzviknuo",80,74,25,100.0,,,,"[80.0, 74.0, 100.0]","[0.431568644764539, 0.32217473958688336, 1.3961530352607452]",84.66666666666667,0.7166321398707224
49673,149016,He told them that it would be best if they forgot .,Rekao im je da bi bilo najbolje da zaborave.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
99340,298013,I didn 't say anything when I saw him .,Nisam ništa rekla kad sam ga vidjela.,100,99,100,,,,,"[100.0, 99.0, 100.0]","[1.078743638787991, 1.0184676714798666, 1.372497579999514]",99.66666666666669,1.156569630089124
119385,358142,It might make sense now for yadda but I 'm not certain it will in the long run .,"Možda ima smisla sada za yadda, ali nisam siguran da će to biti na duži rok.",85,72,50,91.0,,,,"[85.0, 72.0, 91.0]","[0.593362393270402, 0.26647130503544475, 1.028454007700408]",82.66666666666667,0.6294292353354183
60343,181026,7 o 'clock is when Jeopardy begins here .,U 7 sati počinje opasnost.,75,38,25,20.0,,,,"[38.0, 25.0, 20.0]","[-0.6804870823390123, -0.7610952256209219, -1.8722827652755845]",27.66666666666667,-1.1046216910785065
107828,323473,Like an attachment .,Kao neka vezanost.,25,87,5,30.0,,,,"[25.0, 5.0, 30.0]","[-1.3481625887999538, -1.330053307119705, -1.4637282902085433]",20.0,-1.3806480620427342
50067,150198,They are purebred .,Oni su čisti.,5,7,15,,,,,"[5.0, 7.0, 15.0]","[-1.9953375828234055, -1.5438903178863115, -1.0455742663703134]",9.0,-1.5282673890266767
82996,248983,It certainly is the way to stop that .,To je svakako način da se to zaustavi.,91,91,100,,,,,"[91.0, 91.0, 100.0]","[0.7875148914774375, 0.7956539332741119, 1.372497579999514]",94.0,0.9852221349170212
110984,332941,We used to and still do .,Uvijek smo to radili i još uvijek radimo.,80,82,30,100.0,,,,"[80.0, 82.0, 100.0]","[0.431568644764539, 0.544988477792638, 1.3961530352607452]",87.33333333333331,0.7909033859393073
46651,139950,He spent a long time spying on them to find out what their secrets were .,Dugo je špijunirao na njih kako bi saznao koje su njihove tajne.,78,98,65,95.0,,,,"[78.0, 65.0, 95.0]","[0.3668511453621938, 0.376820937376644, 1.1918757977272245]",79.33333333333333,0.6451826268220208
66193,198575,"Transfer it to the oven , starting with eighths and sixteenths .","Prebacite ga u pećnicu, počevši od osmog i šesnaestog.",73,31,40,80.0,68.0,30.0,,"[31.0, 40.0, 30.0]","[-0.8754491032690477, -0.3343766644968347, -0.029482126949501284]",33.666666666666664,-0.41310263157179455
112913,338728,They have the worst defense .,Imaju najgoru obranu.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
6911,20731,Right now I 'm renting a house .,Trenutno iznajmljujem kuću.,100,99,100,,,,,"[100.0, 99.0, 100.0]","[1.078743638787991, 1.0184676714798666, 1.372497579999514]",99.66666666666669,1.156569630089124
39617,118849,You don 't need a facial .,Nije vam potreban fašizam.,30,3,25,,,,,"[30.0, 3.0, 25.0]","[-1.1863688402940906, -1.6552971869891888, -0.7610952256209219]",19.33333333333333,-1.2009204176347341
57475,172423,The average is raw .,Prosječna je sirova.,76,8,30,50.0,56.0,,,"[30.0, 50.0, 56.0]","[-0.6188557052462261, -0.6466193400744609, 0.33978439487759887]",45.33333333333334,-0.30856355014769604
34923,104767,I know you 're happy it 's gone .,Znam da si sretan što je otišao.,80,59,50,,,,,"[80.0, 59.0, 50.0]","[0.431568644764539, -0.09560101954890651, -0.0498976237474432]",63.0,0.0953566671560631
37291,111871,The landscaped grounds are in pristine condition .,Zemljište je u nepristinom stanju.,80,32,20,30.0,,,,"[32.0, 20.0, 30.0]","[-0.8475973859933283, -0.9033347459956176, -1.4637282902085433]",27.33333333333333,-1.0715534740658297
110106,330308,How about you ?,Što s vama?,94,84,0,100.0,,,,"[94.0, 84.0, 100.0]","[0.8845911405809553, 0.6006919123440767, 1.3961530352607452]",92.66666666666669,0.9604786960619256
49859,149575,I just am not sure anymore .,Jednostavno više nisam siguran.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
22777,68329,Slavery was completely gone .,Ropstvo je potpuno nestalo.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
107444,322324,This second .,Ovaj drugi.,96,3,90,100.0,,,,"[96.0, 90.0, 100.0]","[0.9493086399833005, 1.0880185392501227, 1.3961530352607452]",95.33333333333331,1.1444934048313895
31494,94480,They were at Tubacca !,Bili su u Tubacci!,92,92,100,,,,,"[92.0, 92.0, 100.0]","[0.8198736411786102, 0.8235056505498313, 1.372497579999514]",94.66666666666669,1.0052922905759851
71399,214194,People who are enamored with the weather buy things on the internet .,Ljudi koji su zaljubljeni u vrijeme kupuju stvari na internetu.,90,96,100,,,,,"[90.0, 96.0, 100.0]","[0.7551561417762649, 0.9349125196527086, 1.372497579999514]",95.33333333333331,1.0208554138094958
36961,110881,The people looked tiny moving around the drills .,Ljudi su izgledali kao mali koji se kreću oko vrtova.,28,11,25,,,,,"[28.0, 11.0, 25.0]","[-1.2510863396964358, -1.4324834487834341, -0.7610952256209219]",21.33333333333333,-1.1482216713669309
93638,280908,""" Cor blimey ! "" I shouted .",“Cor Blimey!” upitao sam.,25,8,0,,,,,"[25.0, 8.0, 0.0]","[-1.3481625887999538, -1.5160386006105921, -1.4722928274944005]",11.0,-1.4454980056349822
55045,165133,She lost the baby .,Izgubila je dijete.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
94471,283407,The paint gives off fumes that always make me feel so nauseous .,Boja ispušta dimove koji me uvijek čine tako mučnim.,85,96,50,90.0,,,,"[85.0, 96.0, 90.0]","[0.593362393270402, 0.9349125196527086, 0.987598560193704]",90.33333333333331,0.8386244910389382
47097,141289,"Tartan is one of Scotland 's most popular exports , and is popular throughout the world .",Tartan je jedan od najpopularnijih izvoza Škotske i popularan je diljem svijeta.,100,83,90,,,,,"[100.0, 83.0, 90.0]","[1.078743638787991, 0.5728401950683574, 1.0880185392501227]",91.0,0.9132007910354903
72934,218799,A fair presentation of financial position requires stewardship information .,Pošteno predstavljanje financijskog položaja zahtijeva informacije o upravljanju.,80,91,100,,,,,"[80.0, 91.0, 100.0]","[0.431568644764539, 0.7956539332741119, 1.372497579999514]",90.33333333333331,0.8665733860127217
129401,388185,She is a disgrace .,Ona je sramota.,85,87,100,,,,,"[85.0, 87.0, 100.0]","[0.593362393270402, 0.6842470641712346, 1.372497579999514]",90.66666666666669,0.8833690124803836
